timestamp,user_id,variant,movie_id,rating,metadata
2026-01-10T09:24:49.063142,control_user_37,control,37,,
2026-01-11T07:43:49.063160,control_user_38,control,112,,
2026-01-14T19:13:49.063189,control_user_39,control,74,,
2026-01-09T12:46:49.063225,control_user_41,control,51,,
2026-01-11T12:24:49.063232,control_user_41,control,83,,
2026-01-11T04:10:49.063250,control_user_41,control,58,,
2026-01-08T00:42:49.063262,control_user_42,control,29,,
2026-01-13T15:33:49.063276,control_user_42,control,102,,
2026-01-11T01:08:49.063299,control_user_43,control,33,,
2026-01-11T09:37:49.063307,control_user_43,control,45,,
2026-01-10T10:40:49.063374,control_user_47,control,109,,
2026-01-12T14:40:49.063407,control_user_48,control,25,,
2026-01-12T16:24:49.063444,control_user_50,control,33,,
2026-01-08T14:00:49.063467,control_user_50,control,79,,
2026-01-12T05:33:49.063476,control_user_51,control,45,,
2026-01-07T23:04:49.063494,control_user_51,control,93,,
2026-01-07T18:08:49.063512,control_user_52,control,31,,
2026-01-10T06:57:49.063525,control_user_52,control,76,,
2026-01-13T20:43:49.063565,control_user_53,control,38,,
2026-01-12T05:13:49.063573,control_user_53,control,70,,
2026-01-09T10:02:49.063609,control_user_55,control,8,,
2026-01-09T15:41:49.063632,control_user_55,control,57,,
2026-01-08T15:17:49.063660,control_user_56,control,28,,
2026-01-10T11:52:49.063679,control_user_57,control,62,,
2026-01-09T17:24:49.063686,control_user_57,control,49,,
2026-01-13T11:57:49.063700,control_user_57,control,71,,
2026-01-11T12:31:49.063747,control_user_59,control,39,,
2026-01-10T21:46:49.063759,control_user_59,control,72,,
2026-01-07T12:12:49.063778,control_user_60,control,21,,
2026-01-08T23:47:49.063793,treatment_user_1,treatment,23,,
2026-01-13T02:26:49.063812,treatment_user_2,treatment,16,,
2026-01-13T16:12:49.063846,treatment_user_3,treatment,113,,
2026-01-14T04:22:49.063859,treatment_user_3,treatment,74,,
2026-01-11T09:32:49.063872,treatment_user_4,treatment,25,,
2026-01-09T07:16:49.063884,treatment_user_4,treatment,25,,
2026-01-14T00:09:49.063929,treatment_user_6,treatment,112,,
2026-01-09T18:29:49.063947,treatment_user_7,treatment,11,,
2026-01-07T07:34:49.063955,treatment_user_7,treatment,117,,
2026-01-12T16:40:49.063963,treatment_user_7,treatment,95,,
2026-01-11T23:52:49.063993,treatment_user_8,treatment,29,,
2026-01-08T14:42:49.064001,treatment_user_8,treatment,49,,
2026-01-10T23:24:49.064010,treatment_user_8,treatment,44,,
2026-01-12T00:50:49.064035,treatment_user_9,treatment,8,,
2026-01-07T06:30:49.064053,treatment_user_10,treatment,26,,
2026-01-08T23:35:49.064068,treatment_user_10,treatment,79,,
2026-01-08T04:54:49.064076,treatment_user_11,treatment,74,,
2026-01-11T15:48:49.064084,treatment_user_11,treatment,76,,
2026-01-08T10:55:49.064092,treatment_user_11,treatment,112,,
2026-01-10T19:23:49.064099,treatment_user_11,treatment,18,,
2026-01-15T00:52:49.064107,treatment_user_11,treatment,28,,
2026-01-12T23:22:49.064153,treatment_user_13,treatment,96,,
2026-01-12T17:56:49.064160,treatment_user_13,treatment,93,,
2026-01-09T12:58:49.064173,treatment_user_13,treatment,60,,
2026-01-13T10:34:49.064194,treatment_user_14,treatment,89,,
2026-01-09T14:27:49.064240,treatment_user_15,treatment,61,,
2026-01-14T12:56:49.064248,treatment_user_15,treatment,57,,
2026-01-10T18:17:49.064256,treatment_user_16,treatment,11,,
2026-01-12T22:29:49.064274,treatment_user_16,treatment,28,,
2026-01-08T15:18:49.064282,treatment_user_17,treatment,58,,
2026-01-12T14:01:49.064295,treatment_user_17,treatment,42,,
2026-01-11T13:42:49.064320,treatment_user_18,treatment,29,,
2026-01-14T14:13:49.064339,treatment_user_19,treatment,57,,
2026-01-13T10:40:49.064346,treatment_user_19,treatment,103,,
2026-01-10T05:24:49.064353,treatment_user_19,treatment,113,,
2026-01-07T16:44:49.064361,treatment_user_19,treatment,75,,
2026-01-10T12:19:49.064386,treatment_user_20,treatment,5,,
2026-01-13T02:34:49.064398,treatment_user_20,treatment,107,,
2026-01-09T12:56:49.064427,treatment_user_21,treatment,66,,
2026-01-10T11:04:49.064434,treatment_user_21,treatment,108,,
2026-01-11T20:40:49.064495,treatment_user_24,treatment,2,,
2026-01-11T14:12:49.064508,treatment_user_24,treatment,118,,
2026-01-12T11:20:49.064536,treatment_user_25,treatment,116,,
2026-01-08T14:25:49.064565,treatment_user_26,treatment,31,,
2026-01-11T01:42:49.064572,treatment_user_26,treatment,23,,
2026-01-12T22:43:49.064597,treatment_user_28,treatment,104,,
2026-01-09T23:09:49.064641,treatment_user_29,treatment,105,,
2026-01-13T04:04:49.064648,treatment_user_29,treatment,52,,
2026-01-12T23:33:49.064693,treatment_user_31,treatment,62,,
2026-01-11T04:03:49.064712,treatment_user_32,treatment,45,,
2026-01-12T06:12:49.064732,treatment_user_32,treatment,67,,
2026-01-14T11:02:49.064741,treatment_user_33,treatment,49,,
2026-01-14T03:01:49.064759,treatment_user_33,treatment,88,,
2026-01-07T11:42:49.064767,treatment_user_33,treatment,111,,
2026-01-08T10:29:49.064790,treatment_user_34,treatment,37,,
2026-01-08T08:56:49.064803,treatment_user_34,treatment,1,,
2026-01-11T15:24:49.064811,treatment_user_35,treatment,40,,
2026-01-09T20:16:49.064835,treatment_user_35,treatment,87,,
2026-01-11T09:09:49.064858,treatment_user_36,treatment,43,,
2026-01-14T03:19:49.064866,treatment_user_37,treatment,107,,
2026-01-12T13:26:49.064879,treatment_user_37,treatment,112,,
2026-01-09T08:58:49.064887,treatment_user_37,treatment,87,,
2026-01-13T20:36:49.064894,treatment_user_37,treatment,60,,
2026-01-11T03:50:49.064901,treatment_user_37,treatment,5,,
2026-01-11T10:38:49.064914,treatment_user_38,treatment,70,,
2026-01-12T03:40:49.064927,treatment_user_38,treatment,12,,
2026-01-12T12:32:49.064934,treatment_user_38,treatment,30,,
2026-01-14T20:41:49.064942,treatment_user_39,treatment,6,,
2026-01-08T14:10:49.064976,treatment_user_40,treatment,118,,
2026-01-12T04:52:49.064988,treatment_user_40,treatment,68,,
2026-01-14T14:10:49.065018,treatment_user_41,treatment,73,,
2026-01-08T03:40:49.065031,treatment_user_42,treatment,48,,
2026-01-13T13:48:49.065049,treatment_user_42,treatment,98,,
2026-01-10T07:31:49.065057,treatment_user_42,treatment,49,,
2026-01-09T02:23:49.065064,treatment_user_42,treatment,15,,
2026-01-14T11:43:49.065072,treatment_user_43,treatment,36,,
2026-01-11T08:53:49.065083,treatment_user_43,treatment,65,,
2026-01-09T14:49:49.065101,treatment_user_43,treatment,101,,
2026-01-10T10:19:49.065140,treatment_user_44,treatment,88,,
2026-01-12T09:52:49.065174,treatment_user_46,treatment,27,,
2026-01-11T06:49:49.065182,treatment_user_47,treatment,64,,
2026-01-14T17:00:49.065190,treatment_user_47,treatment,92,,
2026-01-08T09:43:49.065203,treatment_user_47,treatment,17,,
2026-01-15T00:10:49.065222,treatment_user_48,treatment,120,,
2026-01-07T19:27:49.065229,treatment_user_48,treatment,73,,
2026-01-09T01:17:49.065243,treatment_user_49,treatment,103,,
2026-01-10T09:24:49.065266,treatment_user_49,treatment,82,,
2026-01-10T23:12:49.065287,treatment_user_50,treatment,72,,
2026-01-09T07:04:49.065300,treatment_user_51,treatment,72,,
2026-01-11T11:55:49.065307,treatment_user_51,treatment,8,,
2026-01-14T10:13:49.065353,treatment_user_53,treatment,88,,
2026-01-13T11:23:49.065366,treatment_user_54,treatment,87,,
2026-01-08T19:19:49.065400,treatment_user_55,treatment,93,,
2026-01-14T21:54:49.065407,treatment_user_55,treatment,41,,
2026-01-14T22:12:49.065415,treatment_user_55,treatment,6,,
2026-01-09T07:51:49.065423,treatment_user_56,treatment,109,,
2026-01-07T15:21:49.065430,treatment_user_56,treatment,104,,
2026-01-14T14:45:49.065439,treatment_user_56,treatment,85,,
2026-01-13T01:21:49.065446,treatment_user_56,treatment,44,,
2026-01-08T13:42:49.065459,treatment_user_57,treatment,2,,
2026-01-15T00:57:49.065467,treatment_user_57,treatment,98,,
2026-01-12T18:19:49.065474,treatment_user_57,treatment,111,,
2026-01-10T21:09:49.065482,treatment_user_57,treatment,64,,
2026-01-12T17:27:49.065517,treatment_user_59,treatment,29,,
2026-01-12T20:32:49.065530,treatment_user_59,treatment,20,,
2026-01-14T13:09:49.065538,treatment_user_59,treatment,119,,
2026-01-13T09:54:49.065556,treatment_user_60,treatment,4,,
2026-01-14T02:25:49.065563,treatment_user_60,treatment,22,,
2026-01-15T01:28:33.136640,098,control,73,,
2026-01-15T01:34:36.093418,dsf,treatment,44,,
2026-01-15T01:34:37.927859,dsf,treatment,1,,
2026-01-15T09:34:36.296390,ádf,treatment,44,,
2026-01-15T09:34:38.183240,ádf,treatment,3,,
2026-01-15T10:51:11.777498,hgasfdg,control,120,,
2026-01-15T10:51:13.788142,hgasfdg,control,42,,
2026-01-15T10:51:15.986136,hgasfdg,control,48,,
2026-01-15T10:51:18.143099,hgasfdg,control,3,,
2026-01-15T10:51:21.873950,hgasfdg,control,35,,
